,Air India,GoAir,IndiGo,Jet Airways,Jet Airways Business,Multiple carriers,Multiple carriers Premium economy,SpiceJet,Vistara,Vistara Premium economy,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Destination_New Delhi,Total_Stops,Day_of_Journey,Month_of_journey,Dep_hr,Dep_min,Arrival_hr,Arrival_min,Duration_hr,Duration_min
470,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,5,9,20,20,18,50,22,30
471,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,6,8,25,9,20,24,55
472,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,18,3,5,15,7,35,2,20
473,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,27,6,7,5,19,15,12,10
474,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,6,8,25,19,15,10,50
475,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,12,10,35,21,0,10,25
476,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,11,30,14,5,2,35
477,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,12,17,15,19,55,2,40
478,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,1,20,0,23,35,27,35
479,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,12,20,25,22,5,25,40
480,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,5,9,8,45,21,0,12,15
481,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,15,6,14,0,1,30,11,30
482,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,27,6,12,50,1,30,12,40
483,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,6,7,45,13,40,5,55
484,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,24,3,5,50,21,50,16,0
485,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,15,5,17,50,1,30,7,40
486,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,24,5,21,10,10,5,12,55
487,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,12,11,55,22,30,10,35
488,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,5,9,9,0,19,0,10,0
489,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,9,9,35,18,0,8,25
490,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,9,7,20,12,30,5,10
491,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,6,12,9,25,17,20,31,55
492,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,1,11,30,19,0,7,30
493,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,1,19,45,4,25,8,40
494,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,24,6,14,45,17,5,2,20
495,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,18,3,14,40,17,5,2,25
496,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,5,9,13,25,12,35,23,10
497,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,27,6,9,40,12,35,26,55
498,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,3,16,55,19,45,2,50
499,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,12,8,25,18,15,9,50
500,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,4,9,6,50,12,10,5,20
501,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,5,9,21,25,12,35,15,10
502,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,18,5,17,30,1,30,8,0
503,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,27,6,10,55,7,40,20,45
504,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,21,6,7,55,10,15,2,20
505,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,12,18,55,16,20,21,25
506,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,9,2,15,12,35,10,20
507,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,12,22,55,9,30,10,35
508,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,9,19,55,22,25,2,30
509,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,21,3,8,0,19,10,11,10
510,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,21,3,5,0,19,15,38,15
511,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,3,9,15,55,21,55,6,0
512,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,24,3,20,30,23,20,2,50
513,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,3,16,55,18,25,1,30
514,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,18,5,2,15,12,35,10,20
515,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,3,6,4,55,21,20,16,25
516,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,27,3,7,35,21,20,13,45
517,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,5,9,15,45,22,5,6,20
518,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,12,15,30,18,5,2,35
519,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,9,22,20,0,40,2,20
520,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,21,4,18,5,21,10,3,5
521,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,9,8,0,21,0,13,0
522,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,3,18,55,21,45,2,50
523,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,27,6,13,0,19,0,6,0
524,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,6,6,5,30,4,25,22,55
525,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,6,20,0,20,45,24,45
526,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,3,20,5,21,40,1,35
527,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,21,3,18,45,19,15,24,30
528,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,6,6,0,8,45,2,45
529,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,5,6,22,45,0,15,1,30
530,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,6,8,35,16,10,7,35
531,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,3,9,8,20,18,50,34,30
532,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,15,6,16,10,22,30,6,20
533,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,6,1,14,35,4,25,13,50
534,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,18,5,9,45,12,35,2,50
535,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,24,6,19,15,12,35,17,20
536,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,1,16,30,23,35,7,5
537,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,6,18,55,18,15,23,20
538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,9,11,10,13,55,2,45
539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,3,23,25,2,10,2,45
540,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,4,10,0,12,45,2,45
541,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,24,3,14,40,17,5,2,25
542,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,5,6,20,45,6,35,9,50
543,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,21,6,20,5,21,40,1,35
544,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,6,21,50,19,45,21,55
545,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,6,9,0,19,15,10,15
546,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,18,55,21,50,2,55
547,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,9,8,45,21,0,12,15
548,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,9,16,30,23,35,7,5
549,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,9,20,45,23,20,2,35
550,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,27,5,7,5,8,30,1,25
551,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,18,5,4,55,19,0,14,5
552,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,27,3,21,5,0,20,3,15
553,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5,6,15,55,21,25,5,30
554,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,18,5,16,45,16,15,23,30
555,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,24,3,7,10,12,35,5,25
556,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6,6,20,5,21,40,1,35
557,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,15,3,13,10,14,30,1,20
558,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21,5,4,0,6,50,2,50
559,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,18,6,21,10,0,5,2,55
560,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,18,5,18,15,19,0,24,45
561,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,3,20,0,7,40,11,40
562,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,5,9,8,35,16,10,7,35
563,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5,12,16,50,13,45,20,55
564,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,9,18,5,21,10,3,5
565,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,27,3,19,45,19,15,23,30
566,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,6,12,21,25,19,0,21,35
567,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,19,50,22,50,3,0
568,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,27,5,15,15,1,30,10,15
569,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21,6,7,10,10,10,3,0
570,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,6,4,0,13,20,9,20
571,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,21,5,7,35,18,10,10,35
572,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,3,12,30,9,25,20,55
573,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,3,9,45,15,55,6,10
574,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,6,20,25,9,45,13,20
575,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,21,3,16,55,7,40,14,45
576,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,18,5,5,55,19,15,13,20
577,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,24,3,13,55,12,0,22,5
578,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,1,14,5,23,35,9,30
579,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,21,3,16,55,23,0,6,5
580,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,24,3,19,40,22,20,2,40
581,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,6,8,0,21,0,13,0
582,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,18,5,8,25,20,45,12,20
583,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,6,6,40,19,0,12,20
584,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,24,6,4,55,21,0,16,5
585,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,3,14,5,23,0,8,55
586,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,1,19,0,1,30,6,30
587,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,24,5,16,55,18,25,1,30
588,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,22,20,1,10,2,50
589,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,18,6,21,0,23,50,2,50
590,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,18,3,5,35,8,50,3,15
591,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,18,5,11,25,19,0,7,35
592,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6,3,2,55,4,20,1,25
593,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,18,5,13,0,21,0,8,0
594,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,21,3,16,40,19,15,26,35
595,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,9,7,55,22,25,14,30
596,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,27,5,21,50,4,25,6,35
597,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,6,11,25,1,30,14,5
598,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5,12,8,35,17,15,8,40
599,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,18,5,14,25,19,35,5,10
600,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,5,12,20,20,18,50,22,30
601,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,5,9,8,0,19,15,11,15
602,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,18,5,11,30,19,0,7,30
603,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,15,6,21,0,23,50,2,50
604,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,3,12,7,5,9,20,2,15
605,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,6,10,0,1,35,15,35
606,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,21,3,17,25,23,15,5,50
607,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,6,6,30,12,0,5,30
608,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,12,7,15,12,30,5,15
609,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,27,3,13,5,9,25,20,20
610,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,18,5,20,30,20,25,23,55
611,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,15,4,7,35,12,10,4,35
612,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,12,22,50,4,25,5,35
613,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,9,21,10,9,20,12,10
614,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,9,19,5,20,30,1,25
615,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,1,6,20,10,20,4,0
616,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,6,13,20,16,10,2,50
617,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6,1,19,35,21,5,1,30
618,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,18,5,17,0,18,0,25,0
619,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,21,5,20,25,10,55,14,30
620,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,18,5,18,15,1,30,7,15
621,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,15,6,4,55,21,0,16,5
622,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,21,5,13,0,19,0,6,0
623,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,15,6,6,5,11,20,5,15
624,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,8,55,19,10,10,15
625,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,3,9,0,21,0,12,0
626,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,6,12,17,0,18,50,25,50
627,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,1,12,0,13,30,1,30
628,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,15,5,6,30,4,40,22,10
629,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,6,20,5,21,40,1,35
630,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,1,9,0,11,25,2,25
631,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,12,15,15,20,30,5,15
632,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,3,10,45,21,0,10,15
633,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,9,20,50,4,25,7,35
634,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,12,8,25,4,40,20,15
635,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,24,3,7,0,1,20,18,20
636,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,5,20,20,22,55,2,35
637,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,8,55,19,10,10,15
638,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,5,9,10,35,21,0,10,25
639,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,18,5,18,5,21,10,3,5
640,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,3,4,45,18,50,14,5
641,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,9,8,35,22,30,13,55
642,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,11,20,15,25,4,5
643,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,9,6,15,10,20,4,5
644,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,21,3,16,0,4,25,12,25
645,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,9,13,5,22,30,9,25
646,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,24,6,9,45,12,0,2,15
647,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,1,6,40,12,35,5,55
648,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,27,6,13,0,21,0,8,0
649,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,3,17,0,19,45,2,45
650,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,6,6,20,20,10,45,14,25
651,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,27,3,18,15,19,45,25,30
652,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,9,4,55,11,30,6,35
653,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,3,19,35,23,15,3,40
654,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,6,10,20,12,55,2,35
655,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5,9,12,0,21,50,9,50
656,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,4,1,30,4,15,2,45
657,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,15,6,8,0,19,15,11,15
658,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,15,5,11,35,18,50,7,15
659,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4,1,11,35,18,50,7,15
660,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,21,5,8,25,16,20,7,55
661,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,6,9,35,12,20,2,45
662,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,8,0,0,45,16,45
663,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,27,4,7,15,12,30,5,15
664,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,21,3,19,10,4,25,33,15
665,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,6,7,45,10,40,2,55
666,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,15,6,5,15,6,50,25,35
667,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,1,19,35,21,55,2,20
668,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,12,7,55,13,25,5,30
669,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21,5,20,55,23,40,2,45
670,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,5,50,18,40,12,50
671,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,5,13,20,16,10,2,50
672,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,1,18,5,21,10,3,5
673,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,21,3,5,15,7,40,26,25
674,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,12,18,55,8,15,13,20
675,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,12,17,0,10,55,17,55
676,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,3,8,30,11,30,3,0
677,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,3,22,50,23,0,24,10
678,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,3,21,25,0,5,2,40
679,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,21,3,13,20,7,40,18,20
680,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,15,5,10,0,16,15,6,15
681,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,24,6,8,45,21,0,12,15
682,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,12,19,35,23,15,3,40
683,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,27,6,13,25,19,0,29,35
684,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,6,18,55,21,50,2,55
685,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,21,5,11,25,1,30,14,5
686,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,1,9,10,13,15,4,5
687,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,3,6,50,12,10,5,20
688,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,21,3,5,45,18,25,12,40
689,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,3,18,0,1,30,7,30
690,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,15,30,18,5,2,35
691,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,3,9,0,4,25,19,25
692,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,15,20,17,55,2,35
693,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,21,5,9,0,11,25,2,25
694,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,5,9,6,0,12,35,6,35
695,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,9,3,50,12,35,8,45
696,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,27,3,12,30,9,25,20,55
697,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,5,6,20,20,23,25,27,5
698,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,6,1,10,55,7,40,20,45
699,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,5,6,10,8,55,2,45
700,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,21,5,9,25,18,20,8,55
701,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,12,15,15,20,30,5,15
702,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,5,9,9,15,21,0,11,45
703,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,9,16,30,8,15,15,45
704,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,27,3,10,0,1,35,15,35
705,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,1,3,50,19,15,15,25
706,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,24,5,16,30,16,20,23,50
